Referência,Data,Data de check-in,Data de check-out,Aluguer com imposto,Aluguer sem imposto,Imposto do aluguer,Extras com imposto,Extras sem imposto,Imposto dos extras,Total da reserva com imposto,Total da reserva sem imposto,Total imposto,Pagamento,Pendente,Nome alojamento,Localidade,Portal,Comissão portal/intermediário: comissão calculada,Comissão portal/intermediário: comissão personalizada
191,22-01-2023,04-02-2023,11-02-2023,1201.92,1201.92,0,168,168,0,1369.92,1369.92,0,0,0,384,Florianópolis,Booking.com,,178.0899963378906
192,29-12-2022,30-01-2023,31-01-2023,4197,4197,0,254,254,0,4451,4451,0,4451,0,113,Florianópolis,Airbnb.com,629.55,
193,10-01-2023,16-01-2023,18-01-2023,8652,8652,0,433,433,0,9085,9085,0,9085,0,149,Florianópolis,Airbnb.com,1297.8,
194,20-01-2023,09-03-2023,10-03-2023,4047,4047,0,242,242,0,4289,4289,0,4289,0,354,Florianópolis,Airbnb.com,607.05,
195,17-01-2023,07-03-2023,08-03-2023,0,0,0,0,0,0,0,0,0,0,0,201,Florianópolis,,,
196,15-01-2023,15-02-2023,02-03-2023,0,0,0,0,0,0,0,0,0,0,0,258,Florianópolis,,,
197,29-12-2022,18-02-2023,21-02-2023,0,0,0,0,0,0,0,0,0,0,0,382,Florianópolis,,,
198,29-12-2022,03-01-2023,06-01-2023,0,0,0,0,0,0,0,0,0,0,0,232,Florianópolis,,,
199,15-01-2023,30-01-2023,06-02-2023,0,0,0,0,0,0,0,0,0,0,0,241,Florianópolis,,,
200,09-01-2023,02-04-2023,08-04-2023,2155,2155,0,218,218,0,2373,2373,0,2373,0,321,Florianópolis,Airbnb.com,323.25,
201,04-01-2023,03-01-2023,08-01-2023,3220.8,3220.8,0,327,327,0,3547.8,3547.8,0,3547.8,0,103,Florianópolis,Airbnb.com,483.12,
202,23-12-2022,23-12-2022,25-12-2022,2844,2844,0,349,349,0,3193,3193,0,0,0,396,Florianópolis,Airbnb.com,426.6,
203,06-12-2022,08-12-2022,12-12-2022,2178,2178,0,199,199,0,2377,2377,0,2377,0,150,Florianópolis,Airbnb.com,326.7,
204,17-01-2023,03-02-2023,08-02-2023,3357,3357,0,550,550,0,3907,3907,0,3907,0,379,Florianópolis,Airbnb.com,503.55,
205,21-01-2023,27-01-2023,05-02-2023,823.37,823.37,0,187,187,0,1010.37,1010.37,0,1010.37,0,291,Florianópolis,Booking.com,,131.3500061035156
206,22-01-2023,23-01-2023,26-01-2023,2548,2548,0,485,485,0,3033,3033,0,3033,0,121,Florianópolis,Airbnb.com,382.2,
207,10-12-2022,11-12-2022,15-12-2022,1297.92,1297.92,0,233,233,0,1530.92,1530.92,0,1530.92,0,188,Florianópolis,Booking.com,,199.0200042724609
208,23-12-2022,29-12-2022,30-12-2022,1903,1903,0,331,331,0,2234,2234,0,2234,0,346,Florianópolis,Airbnb.com,345.11,345.1099853515625
209,08-01-2023,01-04-2023,30-04-2023,1531.82,1531.82,0,313,313,0,1844.82,1844.82,0,1844.82,0,260,Florianópolis,Booking.com,,239.8300018310547
210,28-11-2022,28-12-2022,02-01-2023,0,0,0,359,359,0,359,359,0,0,359,215,Florianópolis,,,
211,01-12-2022,27-12-2022,03-01-2023,3461.12,3461.12,0,233,233,0,3694.12,3694.12,0,3694.12,0,333,Florianópolis,Booking.com,,480.239990234375
212,16-01-2023,19-02-2023,26-02-2023,671,671,0,141,141,0,812,812,0,812,0,142,Florianópolis,Airbnb.com,100.65,
213,07-12-2022,08-12-2022,12-12-2022,876,876,0,199,199,0,1075,1075,0,1075,0,207,Florianópolis,Airbnb.com,166.07,166.0700073242188
214,18-01-2023,23-01-2023,31-01-2023,2852.1,2852.1,0,211,211,0,3063.1,3063.1,0,3063.1,0,262,Florianópolis,Airbnb.com,427.815,
215,15-01-2023,28-01-2023,29-01-2023,2204,2204,0,228,228,0,2432,2432,0,2432,0,277,Florianópolis,Airbnb.com,330.6,
216,04-01-2023,19-01-2023,23-01-2023,3972,3972,0,218,218,0,4190,4190,0,4190,0,238,Itapema,Airbnb.com,595.8,
217,16-01-2023,20-02-2023,26-02-2023,7540,7540,0,281,281,0,7821,7821,0,7821,0,326,Florianópolis,Airbnb.com,1208.19,1208.18994140625
218,28-12-2022,02-01-2023,06-01-2023,4713.06,4713.06,0,795,795,0,5508.06,5508.06,0,5508.06,0,278,Florianópolis,Booking.com,,716.0499877929688
219,03-01-2023,12-02-2023,27-02-2023,4061,4061,0,313,313,0,4374,4374,0,4374,0,156,Florianópolis,Airbnb.com,675.71,675.7100219726562
220,02-01-2023,19-02-2023,24-02-2023,1528.8,1528.8,0,485,485,0,2013.8,2013.8,0,2013.8,0,126,Florianópolis,Airbnb.com,229.32,
221,05-12-2022,17-03-2023,26-03-2023,1739,1739,0,311,311,0,2050,2050,0,2050,0,236,Florianópolis,Airbnb.com,316.66,316.6600036621094
222,17-01-2023,18-01-2023,24-01-2023,1467,1467,0,159,159,0,1626,1626,0,1626,0,253,Florianópolis,Airbnb.com,251.18,251.1799926757812
223,12-12-2022,05-01-2023,08-01-2023,1505,1505,0,274,274,0,1779,1779,0,1779,0,295,Florianópolis,Airbnb.com,225.75,
224,09-01-2023,22-01-2023,29-01-2023,753,753,0,180,180,0,933,933,0,933,0,394,Florianópolis,Airbnb.com,112.95,
225,21-01-2023,28-03-2023,02-04-2023,1926,1926,0,248,248,0,2174,2174,0,2174,0,183,Florianópolis,Airbnb.com,288.9,
226,10-01-2023,03-02-2023,04-02-2023,1360,1360,0,187,187,0,1547,1547,0,1547,0,329,Florianópolis,Airbnb.com,204,
227,10-12-2022,21-12-2022,26-12-2022,725,725,0,182,182,0,907,907,0,907,0,249,Florianópolis,Airbnb.com,140.09,140.0899963378906
228,09-12-2022,21-12-2022,27-12-2022,2361,2361,0,453,453,0,2814,2814,0,2814,0,223,Florianópolis,Airbnb.com,354.15,
229,05-12-2022,27-01-2023,28-01-2023,1820,1820,0,293,293,0,2113,2113,0,2113,0,346,Florianópolis,Airbnb.com,273,
230,11-01-2023,16-01-2023,17-01-2023,2325,2325,0,362,362,0,2687,2687,0,2687,0,282,Florianópolis,Airbnb.com,415.09,415.0899963378906
231,24-01-2023,10-02-2023,11-02-2023,15843,15843,0,679,679,0,16522,16522,0,16522,0,147,Balneário Camboriú,Airbnb.com,2376.45,
232,06-12-2022,23-01-2023,28-01-2023,99.5,99.5,0,0,0,0,99.5,99.5,0,99.5,0,189,Florianópolis,,,
233,28-12-2022,14-02-2023,04-03-2023,0,0,0,0,0,0,0,0,0,0,0,194,Florianópolis,,,
234,22-01-2023,18-02-2023,21-02-2023,389,389,0,0,0,0,389,389,0,0,389,155,Balneário Camboriú,,,
235,17-12-2022,21-01-2023,28-01-2023,8299.93,8299.93,0,271,271,0,8570.93,8570.93,0,8570.93,0,104,Florianópolis,Booking.com,,1114.219970703125
236,14-12-2022,30-03-2023,06-04-2023,0,0,0,0,0,0,0,0,0,0,0,262,Itapema,,,
237,22-01-2023,06-03-2023,11-03-2023,2938,2938,0,285,285,0,3223,3223,0,3223,0,216,Balneário Camboriú,Airbnb.com,440.7,
238,28-11-2022,13-12-2022,14-12-2022,1737,1737,0,262,262,0,1999,1999,0,1999,0,352,Itapema,Airbnb.com,260.55,
239,14-01-2023,11-02-2023,16-02-2023,478,478,0,170,170,0,648,648,0,648,0,221,Florianópolis,Airbnb.com,100.1,100.0999984741211
240,25-01-2023,17-02-2023,22-02-2023,0,0,0,0,0,0,0,0,0,0,0,318,Balneário Camboriú,,,
241,02-12-2022,19-01-2023,20-01-2023,2518.78,2518.78,0,333,333,0,2851.78,2851.78,0,2851.78,0,222,Florianópolis,Booking.com,,370.7300109863281
242,27-12-2022,21-02-2023,22-02-2023,949,949,0,168,168,0,1117,1117,0,1117,0,220,Florianópolis,Airbnb.com,142.35,
243,15-12-2022,19-04-2023,01-05-2023,0,0,0,0,0,0,0,0,0,0,0,133,Florianópolis,,,
244,17-01-2023,23-01-2023,25-01-2023,0,0,0,0,0,0,0,0,0,0,0,378,Florianópolis,,,
245,04-12-2022,09-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,325,Florianópolis,,,
246,11-12-2022,13-02-2023,18-02-2023,0,0,0,0,0,0,0,0,0,0,0,190,Florianópolis,,,
247,24-01-2023,31-03-2023,08-04-2023,1532,1532,0,185,185,0,1717,1717,0,1717,0,320,Florianópolis,Airbnb.com,229.8,
248,13-12-2022,08-01-2023,17-01-2023,3118,3118,0,274,274,0,3392,3392,0,3392,0,389,Florianópolis,Airbnb.com,467.7,
249,05-12-2022,10-01-2023,16-01-2023,8940.780000000001,8940.780000000001,0,354,354,0,9294.780000000001,9294.780000000001,0,9294.780000000001,0,254,Florianópolis,Booking.com,,1208.319946289062
250,20-12-2022,15-01-2023,24-01-2023,1985,1985,0,289,289,0,2274,2274,0,2274,0,265,Florianópolis,Airbnb.com,351.29,351.2900085449219
251,19-12-2022,12-01-2023,17-01-2023,2744.56,2744.56,0,168,168,0,2912.56,2912.56,0,2912.56,0,309,Florianópolis,Booking.com,,378.6300048828125
252,02-01-2023,09-04-2023,16-04-2023,4029,4029,0,186,186,0,4215,4215,0,4215,0,350,Florianópolis,Airbnb.com,604.35,
253,23-12-2022,30-01-2023,31-01-2023,4632.36,4632.36,0,290,290,0,4922.36,4922.36,0,4922.36,0,155,Florianópolis,Booking.com,,787.5800170898438
254,03-01-2023,16-02-2023,22-02-2023,1170.83,1170.83,0,232,232,0,1402.83,1402.83,0,0,0,228,Florianópolis,Booking.com,,182.3699951171875
255,12-12-2022,14-12-2022,17-12-2022,0,0,0,0,0,0,0,0,0,0,0,365,Florianópolis,,,
256,07-01-2023,10-01-2023,14-01-2023,0,0,0,0,0,0,0,0,0,0,0,219,Itapema,,,
257,04-01-2023,30-01-2023,31-01-2023,0,0,0,0,0,0,0,0,0,0,0,202,Balneário Camboriú,,,
258,30-12-2022,09-01-2023,14-01-2023,1710.28,1710.28,0,303,303,0,2013.28,2013.28,0,0,0,372,Florianópolis,Booking.com,,261.7300109863281
259,22-01-2023,07-02-2023,10-02-2023,0,0,0,0,0,0,0,0,0,0,0,277,Florianópolis,,,
260,08-12-2022,16-12-2022,17-12-2022,0,0,0,0,0,0,0,0,0,0,0,255,Florianópolis,,,
261,02-12-2022,19-12-2022,09-01-2023,0,0,0,0,0,0,0,0,0,0,0,279,Florianópolis,,,
262,06-12-2022,13-12-2022,19-12-2022,1510.3,1510.3,0,205,205,0,1715.3,1715.3,0,0,1715.3,195,Florianópolis,,,
263,16-01-2023,08-05-2023,16-05-2023,0,0,0,0,0,0,0,0,0,0,0,392,Florianópolis,,,
264,15-01-2023,16-02-2023,17-02-2023,3279,3279,0,376,376,0,3655,3655,0,0,3655,142,Florianópolis,,,564.6199951171875
265,11-12-2022,14-12-2022,15-12-2022,0,0,0,0,0,0,0,0,0,0,0,130,Florianópolis,,,
266,05-12-2022,05-12-2022,07-12-2022,3053.3,3053.3,0,376,376,0,3429.3,3429.3,0,0,3429.3,323,Florianópolis,,,445.8099975585938
267,05-01-2023,05-02-2023,13-02-2023,462.56,462.56,0,0,0,0,462.56,462.56,0,0,462.56,157,Balneário Camboriú,,,
268,04-12-2022,14-02-2023,24-02-2023,1512,1512,0,194,194,0,1706,1706,0,1706,0,315,Florianópolis,Airbnb.com,226.8,
269,09-12-2022,29-12-2022,02-01-2023,2802,2802,0,536,536,0,3338,3338,0,3338,0,147,Florianópolis,Airbnb.com,420.3,
270,23-01-2023,31-01-2023,06-02-2023,2803.2,2803.2,0,485,485,0,3288.2,3288.2,0,3288.2,0,106,Florianópolis,Airbnb.com,420.479,
271,18-01-2023,22-01-2023,23-01-2023,0,0,0,0,0,0,0,0,0,0,0,185,Florianópolis,,,
272,06-12-2022,16-12-2022,19-12-2022,300,300,0,0,0,0,300,300,0,0,300,195,Florianópolis,,,
273,28-11-2022,02-12-2022,06-12-2022,981,981,0,211,211,0,1192,1192,0,1192,0,111,Florianópolis,Airbnb.com,147.15,
274,06-01-2023,30-01-2023,05-02-2023,2428,2428,0,271,271,0,2699,2699,0,2699,0,396,Florianópolis,Airbnb.com,364.2,
275,29-11-2022,08-12-2022,13-12-2022,0,0,0,0,0,0,0,0,0,0,0,147,Florianópolis,,,
276,19-12-2022,06-01-2023,10-01-2023,2641,2641,0,259,259,0,2900,2900,0,2900,0,324,Florianópolis,Airbnb.com,396.15,
277,19-01-2023,23-01-2023,30-01-2023,1537,1537,0,248,248,0,1785,1785,0,1785,0,291,Florianópolis,Airbnb.com,275.75,275.75
278,27-11-2022,09-12-2022,10-12-2022,689,689,0,194,194,0,883,883,0,883,0,319,Balneário Camboriú,Airbnb.com,136.4,136.3999938964844
279,21-01-2023,05-02-2023,06-02-2023,2855,2855,0,453,453,0,3308,3308,0,3308,0,133,Florianópolis,Airbnb.com,511.02,511.0199890136719
280,05-01-2023,17-02-2023,21-02-2023,3747.78,3747.78,0,249,249,0,3996.78,3996.78,0,3996.78,0,263,Florianópolis,Booking.com,,519.5800170898438
281,20-01-2023,24-01-2023,31-01-2023,1555.07,1555.07,0,268,268,0,1823.07,1823.07,0,1823.07,0,213,Florianópolis,Booking.com,,237
282,15-01-2023,15-04-2023,17-04-2023,0,0,0,0,0,0,0,0,0,0,0,193,Florianópolis,,,
283,22-12-2022,27-12-2022,28-12-2022,0,0,0,0,0,0,0,0,0,0,0,131,Florianópolis,,,
284,11-12-2022,05-01-2023,10-01-2023,0,0,0,0,0,0,0,0,0,0,0,287,Itapema,,,
285,09-12-2022,11-12-2022,16-12-2022,2179.44,2179.44,0,303,303,0,2482.44,2482.44,0,2482.44,0,317,Florianópolis,Booking.com,,322.7200012207031
286,03-12-2022,31-12-2022,01-01-2023,2906,2906,0,370,370,0,3276,3276,0,3276,0,173,Florianópolis,Airbnb.com,506.08,506.0799865722656
287,07-12-2022,07-01-2023,15-01-2023,1694,1694,0,141,141,0,1835,1835,0,1835,0,192,Florianópolis,Airbnb.com,283.47,283.4700012207031
288,28-11-2022,28-12-2022,29-12-2022,796,796,0,0,0,0,796,796,0,0,796,300,Florianópolis,,,
289,17-12-2022,22-12-2022,23-12-2022,170,170,0,0,0,0,170,170,0,170,0,297,Florianópolis,,,
290,19-01-2023,22-02-2023,31-03-2023,2124,2124,0,437,437,0,2561,2561,0,2561,0,282,Florianópolis,Airbnb.com,395.62,395.6199951171875
291,16-12-2022,02-01-2023,03-01-2023,5563,5563,0,344,344,0,5907,5907,0,5907,0,238,Florianópolis,Airbnb.com,912.49,912.489990234375
292,17-01-2023,09-03-2023,10-03-2023,0,0,0,0,0,0,0,0,0,0,0,107,Florianópolis,Booking.com,,
293,22-12-2022,30-12-2022,02-01-2023,2475,2475,0,271,271,0,2746,2746,0,2746,0,355,Florianópolis,Airbnb.com,424.2,424.2000122070312
294,03-01-2023,04-01-2023,06-01-2023,0,0,0,0,0,0,0,0,0,0,0,176,Florianópolis,,,
295,30-12-2022,16-01-2023,21-01-2023,1778,1778,0,228,228,0,2006,2006,0,2006,0,205,Balneário Camboriú,Airbnb.com,309.89,309.8900146484375
296,14-01-2023,19-01-2023,22-01-2023,1855,1855,0,151,151,0,2006,2006,0,2006,0,148,Florianópolis,Airbnb.com,309.9,309.8999938964844
297,16-01-2023,16-01-2023,21-01-2023,5494.56,5494.56,0,315,315,0,5809.56,5809.56,0,5809.56,0,242,Florianópolis,Booking.com,,755.239990234375
298,26-12-2022,18-02-2023,21-02-2023,2308,2308,0,174,174,0,2482,2482,0,2482,0,104,Florianópolis,Airbnb.com,383.42,383.4200134277344
299,11-01-2023,16-01-2023,17-01-2023,0,0,0,0,0,0,0,0,0,0,0,392,Florianópolis,,,
300,30-12-2022,19-01-2023,22-01-2023,1460,1460,0,180,180,0,1640,1640,0,1640,0,101,Florianópolis,Airbnb.com,253.35,253.3500061035156
301,28-11-2022,14-12-2022,28-12-2022,4942.7,4942.7,0,279,279,0,5221.7,5221.7,0,0,5221.7,183,Florianópolis,Anfitrioesdealuguel.com.br,494.27,
302,03-01-2023,04-02-2023,12-02-2023,2126,2126,0,485,485,0,2611,2611,0,2611,0,163,Florianópolis,Airbnb.com,403.35,403.3500061035156
303,02-12-2022,16-12-2022,18-12-2022,0,0,0,201,201,0,201,201,0,0,201,390,Florianópolis,,,
304,31-12-2022,31-12-2022,04-01-2023,1589,1589,0,232,232,0,1821,1821,0,1821,0,327,Florianópolis,Airbnb.com,281.31,281.3099975585938
305,21-12-2022,20-01-2023,29-01-2023,1836,1836,0,250,250,0,2086,2086,0,2086,0,149,Florianópolis,Airbnb.com,322.25,322.25
306,01-01-2023,09-02-2023,17-02-2023,867.98,867.98,0,187,187,0,1054.98,1054.98,0,0,0,377,Florianópolis,Booking.com,,137.1499938964844
307,17-01-2023,20-01-2023,24-01-2023,0,0,0,0,0,0,0,0,0,0,0,274,Florianópolis,,,
308,20-12-2022,05-01-2023,08-01-2023,0,0,0,0,0,0,0,0,0,0,0,333,Itapema,Anfitrioesdealuguel.com.br,0,
309,04-01-2023,17-02-2023,22-02-2023,1424,1424,0,183,183,0,1607,1607,0,1607,0,237,Florianópolis,Airbnb.com,248.26,248.2599945068359
310,12-01-2023,14-01-2023,15-01-2023,1810,1810,0,196,196,0,2006,2006,0,2006,0,364,Itapema,Airbnb.com,309.89,309.8900146484375
311,15-01-2023,23-01-2023,24-01-2023,0,0,0,0,0,0,0,0,0,0,0,314,Balneário Camboriú,,,
312,03-01-2023,25-01-2023,29-01-2023,0,0,0,0,0,0,0,0,0,0,0,164,Florianópolis,,,
313,27-11-2022,09-12-2022,12-12-2022,1865,1865,0,224,224,0,2089,2089,0,2089,0,381,Florianópolis,Airbnb.com,322.71,322.7099914550781
314,08-01-2023,05-02-2023,10-02-2023,1272.23,1272.23,0,266,266,0,1538.23,1538.23,0,0,0,284,Florianópolis,Booking.com,,199.9700012207031
315,16-12-2022,03-01-2023,09-01-2023,4275,4275,0,251,251,0,4526,4526,0,4526,0,272,Florianópolis,Airbnb.com,699.17,699.1699829101562
316,22-01-2023,26-01-2023,29-01-2023,3340.05,3340.05,0,282,282,0,3622.05,3622.05,0,3622.05,0,391,Florianópolis,Booking.com,,470.8699951171875
317,17-01-2023,24-01-2023,25-01-2023,3021.72,3021.72,0,186,186,0,3207.72,3207.72,0,3207.72,0,393,Florianópolis,Booking.com,,417
318,30-12-2022,04-01-2023,07-01-2023,4913,4913,0,373,373,0,5286,5286,0,5286,0,346,Florianópolis,Airbnb.com,816.58,816.5800170898438
319,19-12-2022,23-12-2022,27-12-2022,0,0,0,0,0,0,0,0,0,0,0,115,Florianópolis,,,
320,03-01-2023,11-01-2023,14-01-2023,0,0,0,0,0,0,0,0,0,0,0,188,Florianópolis,,,
321,31-12-2022,10-02-2023,11-02-2023,1288.66,1288.66,0,170,170,0,1458.66,1458.66,0,0,0,239,Florianópolis,Booking.com,,189.6300048828125
322,30-11-2022,09-12-2022,15-12-2022,2007.72,2007.72,0,373,373,0,2380.72,2380.72,0,2380.72,0,248,Florianópolis,Booking.com,,309.489990234375
323,25-01-2023,27-02-2023,04-03-2023,1463.82,1463.82,0,146,146,0,1609.82,1609.82,0,1609.82,0,188,Florianópolis,Booking.com,,209.2799987792969
324,10-01-2023,23-01-2023,26-01-2023,1953,1953,0,235,235,0,2188,2188,0,2188,0,157,Florianópolis,Booking.com,,350.0799865722656
325,22-12-2022,04-01-2023,08-01-2023,3564,3564,0,220,220,0,3784,3784,0,3784,0,263,Florianópolis,Airbnb.com,584.55,584.5499877929688
326,02-12-2022,13-12-2022,17-12-2022,0,0,0,0,0,0,0,0,0,0,0,224,Florianópolis,,,
327,20-01-2023,10-02-2023,16-02-2023,0,0,0,0,0,0,0,0,0,0,0,331,Florianópolis,,,
328,23-01-2023,05-02-2023,09-02-2023,4348.02,4348.02,0,287,287,0,4635.02,4635.02,0,4635.02,0,203,Florianópolis,Booking.com,,602.5499877929688
329,02-01-2023,01-05-2023,09-05-2023,612,612,0,168,168,0,780,780,0,780,0,102,Florianópolis,Airbnb.com,120.49,120.4899978637695
330,23-12-2022,11-01-2023,15-01-2023,0,0,0,0,0,0,0,0,0,0,0,130,Florianópolis,,,
331,03-01-2023,08-01-2023,16-01-2023,6928.75,6928.75,0,433,433,0,7361.75,7361.75,0,0,7361.75,341,Florianópolis,Anfitrioesdealuguel.com.br,692.875,
332,03-01-2023,16-01-2023,22-01-2023,0,0,0,0,0,0,0,0,0,0,0,335,Balneário Camboriú,,,
333,19-12-2022,07-01-2023,11-01-2023,3437,3437,0,268,268,0,3705,3705,0,3705,0,355,Florianópolis,Airbnb.com,572.35,572.3499755859375
334,23-01-2023,27-01-2023,30-01-2023,6928.75,6928.75,0,433,433,0,7361.75,7361.75,0,0,0,151,Florianópolis,Anfitrioesdealuguel.com.br,692.875,
335,22-01-2023,10-02-2023,17-02-2023,1559,1559,0,271,271,0,1830,1830,0,1830,0,341,Balneário Camboriú,Airbnb.com,282.72,282.7200012207031
336,29-12-2022,04-01-2023,08-01-2023,2282,2282,0,200,200,0,2482,2482,0,2482,0,125,Florianópolis,Airbnb.com,383.42,383.4200134277344
337,12-12-2022,21-12-2022,25-12-2022,0,0,0,288,288,0,288,288,0,0,288,247,Florianópolis,,,
338,22-01-2023,08-02-2023,22-02-2023,0,0,0,0,0,0,0,0,0,0,0,174,Florianópolis,,,
339,13-01-2023,17-01-2023,20-01-2023,3331,3331,0,308,308,0,3639,3639,0,3639,0,160,Florianópolis,Airbnb.com,562.15,562.1500244140625
340,03-12-2022,06-12-2022,07-12-2022,0,0,0,401,401,0,401,401,0,0,401,125,Florianópolis,,,
341,19-12-2022,02-01-2023,03-01-2023,1273.59,1273.59,0,168,168,0,1441.59,1441.59,0,1441.59,0,185,Balneário Camboriú,Booking.com,,187.4100036621094
342,28-12-2022,09-01-2023,13-01-2023,2392,2392,0,274,274,0,2666,2666,0,2666,0,224,Florianópolis,Airbnb.com,411.84,411.8399963378906
343,29-12-2022,22-01-2023,01-02-2023,0,0,0,0,0,0,0,0,0,0,0,352,Florianópolis,,,
344,09-12-2022,04-01-2023,08-01-2023,2425,2425,0,254,254,0,2679,2679,0,2679,0,241,Florianópolis,Airbnb.com,413.87,413.8699951171875
345,09-12-2022,18-12-2022,21-12-2022,3851.78,3851.78,0,368,368,0,4219.78,4219.78,0,4219.78,0,151,Florianópolis,Booking.com,,548.5700073242188
346,30-11-2022,28-12-2022,01-01-2023,0,0,0,0,0,0,0,0,0,0,0,115,Florianópolis,,,
347,16-12-2022,30-01-2023,04-02-2023,0,0,0,0,0,0,0,0,0,0,0,288,Florianópolis,,,
348,17-01-2023,30-01-2023,06-02-2023,0,0,0,0,0,0,0,0,0,0,0,303,Balneário Camboriú,,,
349,19-12-2022,21-12-2022,28-12-2022,892,892,0,170,170,0,1062,1062,0,1062,0,334,Florianópolis,Airbnb.com,164.06,164.0599975585938
350,11-12-2022,21-12-2022,24-12-2022,3548,3548,0,259,259,0,3807,3807,0,3807,0,289,Florianópolis,Airbnb.com,588.12,588.1199951171875
351,31-12-2022,03-01-2023,07-01-2023,6369,6369,0,179,179,0,6548,6548,0,6548,0,169,Florianópolis,Airbnb.com,1011.55,1011.549987792969
352,29-12-2022,08-01-2023,09-01-2023,2715,2715,0,322,322,0,3037,3037,0,3037,0,313,Florianópolis,Airbnb.com,469.16,469.1600036621094
353,09-12-2022,10-12-2022,14-12-2022,4894.04,4894.04,0,368,368,0,5262.04,5262.04,0,5262.04,0,342,Florianópolis,Booking.com,,684.0700073242188
354,05-01-2023,06-01-2023,09-01-2023,3433.59,3433.59,0,228,228,0,3661.59,3661.59,0,0,0,321,Florianópolis,Booking.com,,476.010009765625
355,10-12-2022,24-01-2023,25-01-2023,2574.24,2574.24,0,183,183,0,2757.24,2757.24,0,2757.24,0,122,Florianópolis,Booking.com,,358.4400024414062
356,22-12-2022,25-12-2022,28-12-2022,0,0,0,0,0,0,0,0,0,0,0,190,Florianópolis,Airbnb.com,0,
357,11-12-2022,18-12-2022,19-12-2022,1860,1860,0,173,173,0,2033,2033,0,2033,0,195,Florianópolis,Airbnb.com,314.05,314.0499877929688
358,17-12-2022,23-02-2023,28-02-2023,0,0,0,0,0,0,0,0,0,0,0,104,Florianópolis,,,
359,17-01-2023,19-01-2023,22-01-2023,0,0,0,0,0,0,0,0,0,0,0,127,Florianópolis,,,
360,07-12-2022,07-12-2022,18-12-2022,0,0,0,0,0,0,0,0,0,0,0,365,Florianópolis,,,
361,07-01-2023,21-02-2023,27-02-2023,2590,2590,0,262,262,0,2852,2852,0,2852,0,227,Florianópolis,Airbnb.com,440.58,440.5799865722656
362,29-12-2022,31-12-2022,03-01-2023,5562.15,5562.15,0,230,230,0,5792.15,5792.15,0,5792.15,0,218,Florianópolis,Booking.com,,752.97998046875
363,03-01-2023,24-01-2023,30-01-2023,4421.04,4421.04,0,206,206,0,4627.04,4627.04,0,4627.04,0,258,Florianópolis,Booking.com,,601.52001953125
364,03-01-2023,09-01-2023,10-01-2023,700,700,0,0,0,0,700,700,0,700,0,253,Florianópolis,,,
365,11-01-2023,15-01-2023,16-01-2023,2440.37,2440.37,0,183,183,0,2623.37,2623.37,0,2623.37,0,357,Florianópolis,Booking.com,,341.0400085449219
366,06-01-2023,21-01-2023,25-01-2023,0,0,0,0,0,0,0,0,0,0,0,115,Florianópolis,,,
367,07-12-2022,11-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,288,Balneário Camboriú,,,
368,17-12-2022,31-01-2023,10-02-2023,16589.85,16589.85,0,290,290,0,16879.85,16879.85,0,16879.85,0,293,Florianópolis,Booking.com,,2700.780029296875
369,16-12-2022,23-12-2022,26-12-2022,2920.32,2920.32,0,244,244,0,3164.32,3164.32,0,3164.32,0,152,Florianópolis,Booking.com,,411.3599853515625
370,04-01-2023,14-02-2023,20-02-2023,4010.4,4010.4,0,327,327,0,4337.4,4337.4,0,4337.4,0,139,Balneário Camboriú,Airbnb.com,670.04,670.0399780273438
371,23-12-2022,31-01-2023,05-02-2023,3984,3984,0,239,239,0,4223,4223,0,4223,0,124,Itapema,Airbnb.com,652.36,652.3599853515625
372,03-01-2023,23-01-2023,24-01-2023,5606,5606,0,485,485,0,6091,6091,0,6091,0,167,Florianópolis,Airbnb.com,940.91,940.9099731445312
373,04-01-2023,04-01-2023,05-01-2023,0,0,0,0,0,0,0,0,0,0,0,311,Itapema,,,
374,31-12-2022,04-02-2023,05-02-2023,0,0,0,0,0,0,0,0,0,0,0,143,Florianópolis,,,
375,19-01-2023,26-01-2023,29-01-2023,0,0,0,0,0,0,0,0,0,0,0,120,Florianópolis,,,
376,12-01-2023,14-01-2023,15-01-2023,2898,2898,0,254,254,0,3152,3152,0,3152,0,108,Florianópolis,Airbnb.com,486.92,486.9200134277344
377,27-12-2022,02-02-2023,09-02-2023,7459,7459,0,327,327,0,7786,7786,0,7786,0,335,Itapema,Airbnb.com,1202.76,1202.760009765625
378,23-12-2022,20-01-2023,30-01-2023,1468,1468,0,237,237,0,1705,1705,0,1705,0,181,Florianópolis,Airbnb.com,263.39,263.3900146484375
379,22-01-2023,17-02-2023,22-02-2023,2190,2190,0,194,194,0,2384,2384,0,2384,0,117,Florianópolis,Airbnb.com,368.28,368.2799987792969
380,01-01-2023,29-01-2023,03-02-2023,1642.68,1642.68,0,165,165,0,1807.68,1807.68,0,1807.68,0,321,Florianópolis,Booking.com,,235
381,26-01-2023,27-02-2023,04-03-2023,2806.75,2806.75,0,237,237,0,3043.75,3043.75,0,3043.75,0,277,Camboriú,Booking.com,,395.6900024414062
382,08-12-2022,22-01-2023,29-01-2023,10971,10971,0,521,521,0,11492,11492,0,11492,0,287,Itapema,Airbnb.com,1775.28,1775.280029296875
